#SampleID	code	year	seqrun	treatment	cage	time	time_number	sex	extra	exp3	exp4	control	diet	time_num	all2016_time	treatment_time	treatmenttime	genotype	year_time	time_sex	yeartimesex	genotype2	diet_method	genotype_method	sampID	yearcage	sortorder	extradate	cagetime	sort2	quantreading	cagetimeyearseqrun	cagetimeyearseqrunsex
b-4-t1-male-a	b-4-t1-male-a	y2017	seqrunB	B	b4	t1	2	M	a	plate5and6	SA704SA505	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b4M2	y2017b4	1213	8/3/17	b4t1	1212	1	b4_t1_y2017_seqrunB	b4_t1_y2017_seqrunB_M
b-4-t1-male-b	b-4-t1-male-b	y2017	seqrunB	B	b4	t1	2	M	b	plate5and6	SA704SA506	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b4M2	y2017b4	1214	8/3/17	b4t1	1213	1	b4_t1_y2017_seqrunB	b4_t1_y2017_seqrunB_M
b-4-t1-male-c	b-4-t1-male-c	y2017	seqrunB	B	b4	t1	2	M	c	plate5and6	SA704SA507	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b4M2	y2017b4	1215	8/3/17	b4t1	1214	1	b4_t1_y2017_seqrunB	b4_t1_y2017_seqrunB_M
b-4-t1-male-d-9flies	b-4-t1-male-d-9flies	y2017	seqrunB	B	b4	t1	2	M	d	plate5and6	SA704SA508	sample		1		B_t1	B_t1	na	y2017t1	t1_M	y2017t1M	B	dietpan	B	b4M2	y2017b4	1216	8/3/17	b4t1	1215	1	b4_t1_y2017_seqrunB	b4_t1_y2017_seqrunB_M
b-4-t2-female-a	b-4-t2-female-a	y2017	seqrunB	B	b4	t2	3	F	a	plate5and6	SA712SA505	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b4F3	y2017b4	1217	9/27/17	b4t2	1216	1	b4_t2_y2017_seqrunB	b4_t2_y2017_seqrunB_F
b-4-t2-female-b	b-4-t2-female-b	y2017	seqrunB	B	b4	t2	3	F	b	plate5and6	SA712SA506	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b4F3	y2017b4	1218	9/27/17	b4t2	1217	1	b4_t2_y2017_seqrunB	b4_t2_y2017_seqrunB_F
b-4-t2-female-c	b-4-t2-female-c	y2017	seqrunB	B	b4	t2	3	F	c	plate5and6	SA712SA507	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b4F3	y2017b4	1219	9/27/17	b4t2	1218	1	b4_t2_y2017_seqrunB	b4_t2_y2017_seqrunB_F
b-4-t2-female-d	b-4-t2-female-d	y2017	seqrunB	B	b4	t2	3	F	d	plate5and6	SA712SA508	sample		2		B_t2	B_t2	na	y2017t2	t2_F	y2017t2F	B	dietpan	B	b4F3	y2017b4	1220	9/27/17	b4t2	1219	1	b4_t2_y2017_seqrunB	b4_t2_y2017_seqrunB_F
b-4-t2-male-a	b-4-t2-male-a	y2017	seqrunB	B	b4	t2	3	M	a	plate6and7	SA704SC505	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b4M3	y2017b4	1221	9/27/17	b4t2	1220	1	b4_t2_y2017_seqrunB	b4_t2_y2017_seqrunB_M
b-4-t2-male-b	b-4-t2-male-b	y2017	seqrunB	B	b4	t2	3	M	b	plate6and7	SA704SC506	sample		2		B_t2	B_t2	na	y2017t2	t2_M	y2017t2M	B	dietpan	B	b4M3	y2017b4	1222	9/27/17	b4t2	1221	1	b4_t2_y2017_seqrunB	b4_t2_y2017_seqrunB_M
b-4-t3-female-b	b-4-t3-female-b	y2017	seqrunB	B	b4	t3	4	F	b	plate6and7	SA708SC506	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b4F4	y2017b4	1223	10/24/17	b4t3	1222	1	b4_t3_y2017_seqrunB	b4_t3_y2017_seqrunB_F
b-4-t3-female-c	b-4-t3-female-c	y2017	seqrunB	B	b4	t3	4	F	c	plate6and7	SA708SC507	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b4F4	y2017b4	1224	10/24/17	b4t3	1223	1	b4_t3_y2017_seqrunB	b4_t3_y2017_seqrunB_F
b-4-t3-female-d	b-4-t3-female-d	y2017	seqrunB	B	b4	t3	4	F	d	plate6and7	SA708SC508	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b4F4	y2017b4	1225	10/24/17	b4t3	1224	1	b4_t3_y2017_seqrunB	b4_t3_y2017_seqrunB_F
b-4-t3-fmale-a	b-4-t3-fmale-a	y2017	seqrunB	B	b4	t3	4	F	a	plate6and7	SA708SC505	sample		3		B_t3	B_t3	na	y2017t3	t3_F	y2017t3F	B	dietpan	B	b4F4	y2017b4	1226	10/24/17	b4t3	1225	1	b4_t3_y2017_seqrunB	b4_t3_y2017_seqrunB_F
b-4-t3-male-a	b-4-t3-male-a	y2017	seqrunB	B	b4	t3	4	M	a	plate6and7	SA712SC505	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b4M4	y2017b4	1227	10/24/17	b4t3	1226	1	b4_t3_y2017_seqrunB	b4_t3_y2017_seqrunB_M
b-4-t3-male-b	b-4-t3-male-b	y2017	seqrunB	B	b4	t3	4	M	b	plate6and7	SA712SC506	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b4M4	y2017b4	1228	10/24/17	b4t3	1227	1	b4_t3_y2017_seqrunB	b4_t3_y2017_seqrunB_M
b-4-t3-male-c	b-4-t3-male-c	y2017	seqrunB	B	b4	t3	4	M	c	plate6and7	SA712SC507	sample		3		B_t3	B_t3	na	y2017t3	t3_M	y2017t3M	B	dietpan	B	b4M4	y2017b4	1229	10/24/17	b4t3	1228	1	b4_t3_y2017_seqrunB	b4_t3_y2017_seqrunB_M
contaminated	contaminated	y2017	seqrunB	other	other	other	NA	other	NA	plate6and7	SA709SC504	sample	other	NA	other	other	other	other	other	other	other	other	other	other	other	other	1230	na	other	1229	1	other_other_y2017_seqrunB	other_other_y2017_seqrunB_other
control-wstflies	control-wstflies	y2017	seqrunB	control	control	control	NA	control	NA	plate6and7	SA704SC503	sample	control	NA	control	control	control	control	control	control	control	control	control	control	control	control	1231	na	control	1230	1	control_control_y2017_seqrunB	control_control_y2017_seqrunB_control
e-11-t1-female-a	e-11-t1-female-a	y2017	seqrunB	E	e11	t1	2	F	a	plate5and6	SA705SA501	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e11F2	y2017e11	1232	8/3/17	e11t1	1231	1	e11_t1_y2017_seqrunB	e11_t1_y2017_seqrunB_F
e-11-t1-female-b	e-11-t1-female-b	y2017	seqrunB	E	e11	t1	2	F	b	plate5and6	SA705SA502	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e11F2	y2017e11	1233	8/3/17	e11t1	1232	1	e11_t1_y2017_seqrunB	e11_t1_y2017_seqrunB_F
e-11-t1-male-a	e-11-t1-male-a	y2017	seqrunB	E	e11	t1	2	M	a	plate5and6	SA701SA501	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e11M2	y2017e11	1234	8/3/17	e11t1	1233	1	e11_t1_y2017_seqrunB	e11_t1_y2017_seqrunB_M
e-11-t1-male-b	e-11-t1-male-b	y2017	seqrunB	E	e11	t1	2	M	b	plate5and6	SA701SA502	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e11M2	y2017e11	1235	8/3/17	e11t1	1234	1	e11_t1_y2017_seqrunB	e11_t1_y2017_seqrunB_M
e-11-t2-female-a	e-11-t2-female-a	y2017	seqrunB	E	e11	t2	3	F	a	plate5and6	SA709SA501	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e11F3	y2017e11	1236	9/27/17	e11t2	1235	1	e11_t2_y2017_seqrunB	e11_t2_y2017_seqrunB_F
e-11-t2-female-b	e-11-t2-female-b	y2017	seqrunB	E	e11	t2	3	F	b	plate5and6	SA709SA502	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e11F3	y2017e11	1237	9/27/17	e11t2	1236	1	e11_t2_y2017_seqrunB	e11_t2_y2017_seqrunB_F
e-11-t2-male-a	e-11-t2-male-a	y2017	seqrunB	E	e11	t2	3	M	a	plate6and7	SA701SC501	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e11M3	y2017e11	1238	9/27/17	e11t2	1237	1	e11_t2_y2017_seqrunB	e11_t2_y2017_seqrunB_M
e-11-t2-male-b	e-11-t2-male-b	y2017	seqrunB	E	e11	t2	3	M	b	plate6and7	SA701SC502	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e11M3	y2017e11	1239	9/27/17	e11t2	1238	1	e11_t2_y2017_seqrunB	e11_t2_y2017_seqrunB_M
e-11-t3-female-a	e-11-t3-female-a	y2017	seqrunB	E	e11	t3	4	F	a	plate6and7	SA705SC501	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e11F4	y2017e11	1240	10/24/17	e11t3	1239	1	e11_t3_y2017_seqrunB	e11_t3_y2017_seqrunB_F
e-11-t3-female-b	e-11-t3-female-b	y2017	seqrunB	E	e11	t3	4	F	b	plate6and7	SA705SC502	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e11F4	y2017e11	1241	10/24/17	e11t3	1240	1	e11_t3_y2017_seqrunB	e11_t3_y2017_seqrunB_F
e-11-t3-male-a	e-11-t3-male-a	y2017	seqrunB	E	e11	t3	4	M	a	plate6and7	SA709SC501	sample		3		E_t3	E_t3	na	y2017t3	t3_M	y2017t3M	E	dietpan	B	e11M4	y2017e11	1242	10/24/17	e11t3	1241	1	e11_t3_y2017_seqrunB	e11_t3_y2017_seqrunB_M
e-11-t3-male-b	e-11-t3-male-b	y2017	seqrunB	E	e11	t3	4	M	b	plate6and7	SA709SC502	sample		3		E_t3	E_t3	na	y2017t3	t3_M	y2017t3M	E	dietpan	B	e11M4	y2017e11	1243	10/24/17	e11t3	1242	1	e11_t3_y2017_seqrunB	e11_t3_y2017_seqrunB_M
e-13-t1-female-a	e-13-t1-female-a	y2017	seqrunB	E	e13	t1	2	F	a	plate5and6	SA705SA503	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e13F2	y2017e13	1244	8/3/17	e13t1	1243	1	e13_t1_y2017_seqrunB	e13_t1_y2017_seqrunB_F
e-13-t1-female-b	e-13-t1-female-b	y2017	seqrunB	E	e13	t1	2	F	b	plate5and6	SA705SA504	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e13F2	y2017e13	1245	8/3/17	e13t1	1244	1	e13_t1_y2017_seqrunB	e13_t1_y2017_seqrunB_F
e-13-t1-male-a	e-13-t1-male-a	y2017	seqrunB	E	e13	t1	2	M	a	plate5and6	SA701SA507	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e13M2	y2017e13	1246	8/3/17	e13t1	1245	1	e13_t1_y2017_seqrunB	e13_t1_y2017_seqrunB_M
e-13-t1-male-b	e-13-t1-male-b	y2017	seqrunB	E	e13	t1	2	M	b	plate5and6	SA701SA508	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e13M2	y2017e13	1247	8/3/17	e13t1	1246	1	e13_t1_y2017_seqrunB	e13_t1_y2017_seqrunB_M
e-13-t2-female-a	e-13-t2-female-a	y2017	seqrunB	E	e13	t2	3	F	a	plate5and6	SA709SA503	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e13F3	y2017e13	1248	9/27/17	e13t2	1247	1	e13_t2_y2017_seqrunB	e13_t2_y2017_seqrunB_F
e-13-t2-female-b	e-13-t2-female-b	y2017	seqrunB	E	e13	t2	3	F	b	plate5and6	SA709SA504	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e13F3	y2017e13	1249	9/27/17	e13t2	1248	1	e13_t2_y2017_seqrunB	e13_t2_y2017_seqrunB_F
e-13-t2-male-a	e-13-t2-male-a	y2017	seqrunB	E	e13	t2	3	M	a	plate6and7	SA701SC503	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e13M3	y2017e13	1250	9/27/17	e13t2	1249	1	e13_t2_y2017_seqrunB	e13_t2_y2017_seqrunB_M
e-13-t2-male-b	e-13-t2-male-b	y2017	seqrunB	E	e13	t2	3	M	b	plate6and7	SA701SC504	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e13M3	y2017e13	1251	9/27/17	e13t2	1250	1	e13_t2_y2017_seqrunB	e13_t2_y2017_seqrunB_M
e-13-t3-female-a	e-13-t3-female-a	y2017	seqrunB	E	e13	t3	4	F	a	plate6and7	SA705SC503	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e13F4	y2017e13	1252	10/24/17	e13t3	1251	1	e13_t3_y2017_seqrunB	e13_t3_y2017_seqrunB_F
e-13-t3-female-b	e-13-t3-female-b	y2017	seqrunB	E	e13	t3	4	F	b	plate6and7	SA705SC504	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e13F4	y2017e13	1253	10/24/17	e13t3	1252	1	e13_t3_y2017_seqrunB	e13_t3_y2017_seqrunB_F
e-13-t3-male-a	e-13-t3-male-a	y2017	seqrunB	E	e13	t3	4	M	a	plate6and7	SA709SC503	sample		3		E_t3	E_t3	na	y2017t3	t3_M	y2017t3M	E	dietpan	B	e13M4	y2017e13	1254	10/24/17	e13t3	1253	1	e13_t3_y2017_seqrunB	e13_t3_y2017_seqrunB_M
e-14-t1-female-a	e-14-t1-female-a	y2017	seqrunB	E	e14	t1	2	F	a	plate5and6	SA705SA505	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e14F2	y2017e14	1255	8/3/17	e14t1	1254	1	e14_t1_y2017_seqrunB	e14_t1_y2017_seqrunB_F
e-14-t1-female-b	e-14-t1-female-b	y2017	seqrunB	E	e14	t1	2	F	b	plate5and6	SA705SA506	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e14F2	y2017e14	1256	8/3/17	e14t1	1255	1	e14_t1_y2017_seqrunB	e14_t1_y2017_seqrunB_F
e-14-t1-male-a	e-14-t1-male-a	y2017	seqrunB	E	e14	t1	2	M	a	plate5and6	SA701SA505	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e14M2	y2017e14	1257	8/3/17	e14t1	1256	1	e14_t1_y2017_seqrunB	e14_t1_y2017_seqrunB_M
e-14-t1-male-b	e-14-t1-male-b	y2017	seqrunB	E	e14	t1	2	M	b	plate5and6	SA701SA506	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e14M2	y2017e14	1258	8/3/17	e14t1	1257	1	e14_t1_y2017_seqrunB	e14_t1_y2017_seqrunB_M
e-14-t2-female-a	e-14-t2-female-a	y2017	seqrunB	E	e14	t2	3	F	a	plate5and6	SA709SA505	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e14F3	y2017e14	1259	9/27/17	e14t2	1258	1	e14_t2_y2017_seqrunB	e14_t2_y2017_seqrunB_F
e-14-t2-female-b	e-14-t2-female-b	y2017	seqrunB	E	e14	t2	3	F	b	plate5and6	SA709SA506	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e14F3	y2017e14	1260	9/27/17	e14t2	1259	1	e14_t2_y2017_seqrunB	e14_t2_y2017_seqrunB_F
e-14-t2-male-a	e-14-t2-male-a	y2017	seqrunB	E	e14	t2	3	M	a	plate6and7	SA701SC505	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e14M3	y2017e14	1261	9/27/17	e14t2	1260	1	e14_t2_y2017_seqrunB	e14_t2_y2017_seqrunB_M
e-14-t2-male-b	e-14-t2-male-b	y2017	seqrunB	E	e14	t2	3	M	b	plate6and7	SA701SC506	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e14M3	y2017e14	1262	9/27/17	e14t2	1261	1	e14_t2_y2017_seqrunB	e14_t2_y2017_seqrunB_M
e-14-t3-female-a	e-14-t3-female-a	y2017	seqrunB	E	e14	t3	4	F	a	plate6and7	SA705SC505	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e14F4	y2017e14	1263	10/24/17	e14t3	1262	1	e14_t3_y2017_seqrunB	e14_t3_y2017_seqrunB_F
e-14-t3-female-b	e-14-t3-female-b	y2017	seqrunB	E	e14	t3	4	F	b	plate6and7	SA705SC506	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e14F4	y2017e14	1264	10/24/17	e14t3	1263	1	e14_t3_y2017_seqrunB	e14_t3_y2017_seqrunB_F
e-14-t3-male-a	e-14-t3-male-a	y2017	seqrunB	E	e14	t3	4	M	a	plate6and7	SA709SC505	sample		3		E_t3	E_t3	na	y2017t3	t3_M	y2017t3M	E	dietpan	B	e14M4	y2017e14	1265	10/24/17	e14t3	1264	1	e14_t3_y2017_seqrunB	e14_t3_y2017_seqrunB_M
e-14-t3-male-b	e-14-t3-male-b	y2017	seqrunB	E	e14	t3	4	M	b	plate6and7	SA709SC506	sample		3		E_t3	E_t3	na	y2017t3	t3_M	y2017t3M	E	dietpan	B	e14M4	y2017e14	1266	10/24/17	e14t3	1265	1	e14_t3_y2017_seqrunB	e14_t3_y2017_seqrunB_M
e-16-t1-female-a	e-16-t1-female-a	y2017	seqrunB	E	e16	t1	2	F	a	plate5and6	SA705SA507	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e16F2	y2017e16	1267	8/3/17	e16t1	1266	1	e16_t1_y2017_seqrunB	e16_t1_y2017_seqrunB_F
e-16-t1-female-b	e-16-t1-female-b	y2017	seqrunB	E	e16	t1	2	F	b	plate5and6	SA705SA508	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e16F2	y2017e16	1268	8/3/17	e16t1	1267	1	e16_t1_y2017_seqrunB	e16_t1_y2017_seqrunB_F
e-16-t1-male-a	e-16-t1-male-a	y2017	seqrunB	E	e16	t1	2	M	a	plate5and6	SA701SA503	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e16M2	y2017e16	1269	8/3/17	e16t1	1268	1	e16_t1_y2017_seqrunB	e16_t1_y2017_seqrunB_M
e-16-t1-male-b	e-16-t1-male-b	y2017	seqrunB	E	e16	t1	2	M	b	plate5and6	SA701SA504	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e16M2	y2017e16	1270	8/3/17	e16t1	1269	1	e16_t1_y2017_seqrunB	e16_t1_y2017_seqrunB_M
e-16-t2-feamle-b	e-16-t2-feamle-b	y2017	seqrunB	E	e16	t2	3	F	b	plate5and6	SA709SA508	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e16F3	y2017e16	1271	9/27/17	e16t2	1270	1	e16_t2_y2017_seqrunB	e16_t2_y2017_seqrunB_F
e-16-t2-female-a	e-16-t2-female-a	y2017	seqrunB	E	e16	t2	3	F	a	plate5and6	SA709SA507	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e16F3	y2017e16	1272	9/27/17	e16t2	1271	1	e16_t2_y2017_seqrunB	e16_t2_y2017_seqrunB_F
e-16-t2-male-a	e-16-t2-male-a	y2017	seqrunB	E	e16	t2	3	M	a	plate6and7	SA701SC507	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e16M3	y2017e16	1273	9/27/17	e16t2	1272	1	e16_t2_y2017_seqrunB	e16_t2_y2017_seqrunB_M
e-16-t2-male-b	e-16-t2-male-b	y2017	seqrunB	E	e16	t2	3	M	b	plate6and7	SA701SC508	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e16M3	y2017e16	1274	9/27/17	e16t2	1273	1	e16_t2_y2017_seqrunB	e16_t2_y2017_seqrunB_M
e-16-t3-female-a	e-16-t3-female-a	y2017	seqrunB	E	e16	t3	4	F	a	plate6and7	SA705SC507	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e16F4	y2017e16	1275	10/24/17	e16t3	1274	1	e16_t3_y2017_seqrunB	e16_t3_y2017_seqrunB_F
e-16-t3-female-b	e-16-t3-female-b	y2017	seqrunB	E	e16	t3	4	F	b	plate6and7	SA705SC508	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e16F4	y2017e16	1276	10/24/17	e16t3	1275	1	e16_t3_y2017_seqrunB	e16_t3_y2017_seqrunB_F
e-16-t3-male-a	e-16-t3-male-a	y2017	seqrunB	E	e16	t3	4	M	a	plate6and7	SA709SC507	sample		3		E_t3	E_t3	na	y2017t3	t3_M	y2017t3M	E	dietpan	B	e16M4	y2017e16	1277	10/24/17	e16t3	1276	1	e16_t3_y2017_seqrunB	e16_t3_y2017_seqrunB_M
e-16-t3-male-b	e-16-t3-male-b	y2017	seqrunB	E	e16	t3	4	M	b	plate6and7	SA709SC508	sample		3		E_t3	E_t3	na	y2017t3	t3_M	y2017t3M	E	dietpan	B	e16M4	y2017e16	1278	10/24/17	e16t3	1277	1	e16_t3_y2017_seqrunB	e16_t3_y2017_seqrunB_M
e-17-t1-female-a	e-17-t1-female-a	y2017	seqrunB	E	e17	t1	2	F	a	plate5and6	SA706SA501	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e17F2	y2017e17	1279	8/3/17	e17t1	1278	1	e17_t1_y2017_seqrunB	e17_t1_y2017_seqrunB_F
e-17-t1-female-b	e-17-t1-female-b	y2017	seqrunB	E	e17	t1	2	F	b	plate5and6	SA706SA502	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e17F2	y2017e17	1280	8/3/17	e17t1	1279	1	e17_t1_y2017_seqrunB	e17_t1_y2017_seqrunB_F
e-17-t1-male-a	e-17-t1-male-a	y2017	seqrunB	E	e17	t1	2	M	a	plate5and6	SA702SA501	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e17M2	y2017e17	1281	8/3/17	e17t1	1280	1	e17_t1_y2017_seqrunB	e17_t1_y2017_seqrunB_M
e-17-t1-male-b	e-17-t1-male-b	y2017	seqrunB	E	e17	t1	2	M	b	plate5and6	SA702SA502	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e17M2	y2017e17	1282	8/3/17	e17t1	1281	1	e17_t1_y2017_seqrunB	e17_t1_y2017_seqrunB_M
e-17-t2-female-a	e-17-t2-female-a	y2017	seqrunB	E	e17	t2	3	F	a	plate5and6	SA710SA501	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e17F3	y2017e17	1283	9/27/17	e17t2	1282	1	e17_t2_y2017_seqrunB	e17_t2_y2017_seqrunB_F
e-17-t2-male-a	e-17-t2-male-a	y2017	seqrunB	E	e17	t2	3	M	a	plate6and7	SA702SC501	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e17M3	y2017e17	1284	9/27/17	e17t2	1283	1	e17_t2_y2017_seqrunB	e17_t2_y2017_seqrunB_M
e-17-t2-male-b	e-17-t2-male-b	y2017	seqrunB	E	e17	t2	3	M	b	plate6and7	SA702SC502	sample		2		E_t2	E_t2	na	y2017t2	t2_M	y2017t2M	E	dietpan	B	e17M3	y2017e17	1285	9/27/17	e17t2	1284	1	e17_t2_y2017_seqrunB	e17_t2_y2017_seqrunB_M
e-17-t3-female-a	e-17-t3-female-a	y2017	seqrunB	E	e17	t3	4	F	a	plate6and7	SA706SC501	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e17F4	y2017e17	1286	10/24/17	e17t3	1285	1	e17_t3_y2017_seqrunB	e17_t3_y2017_seqrunB_F
e-17-t3-female-b	e-17-t3-female-b	y2017	seqrunB	E	e17	t3	4	F	b	plate6and7	SA706SC502	sample		3		E_t3	E_t3	na	y2017t3	t3_F	y2017t3F	E	dietpan	B	e17F4	y2017e17	1287	10/24/17	e17t3	1286	1	e17_t3_y2017_seqrunB	e17_t3_y2017_seqrunB_F
e-17-t3-male-a	e-17-t3-male-a	y2017	seqrunB	E	e17	t3	4	M	a	plate6and7	SA710SC501	sample		3		E_t3	E_t3	na	y2017t3	t3_M	y2017t3M	E	dietpan	B	e17M4	y2017e17	1288	10/24/17	e17t3	1287	1	e17_t3_y2017_seqrunB	e17_t3_y2017_seqrunB_M
e-17-t3-male-b	e-17-t3-male-b	y2017	seqrunB	E	e17	t3	4	M	b	plate6and7	SA710SC502	sample		3		E_t3	E_t3	na	y2017t3	t3_M	y2017t3M	E	dietpan	B	e17M4	y2017e17	1289	10/24/17	e17t3	1288	1	e17_t3_y2017_seqrunB	e17_t3_y2017_seqrunB_M
e-17-tz-female-b	e-17-tz-female-b	y2017	seqrunB	E	e17	t2	3	F	b	plate5and6	SA710SA502	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e17F3	y2017e17	1290	9/27/17	e17t2	1289	1	e17_t2_y2017_seqrunB	e17_t2_y2017_seqrunB_F
e-19-t1-female-a	e-19-t1-female-a	y2017	seqrunB	E	e19	t1	2	F	a	plate5and6	SA706SA503	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e19F2	y2017e19	1291	8/3/17	e19t1	1290	1	e19_t1_y2017_seqrunB	e19_t1_y2017_seqrunB_F
e-19-t1-female-b	e-19-t1-female-b	y2017	seqrunB	E	e19	t1	2	F	b	plate5and6	SA706SA504	sample		1		E_t1	E_t1	na	y2017t1	t1_F	y2017t1F	E	dietpan	B	e19F2	y2017e19	1292	8/3/17	e19t1	1291	1	e19_t1_y2017_seqrunB	e19_t1_y2017_seqrunB_F
e-19-t1-male-a	e-19-t1-male-a	y2017	seqrunB	E	e19	t1	2	M	a	plate5and6	SA702SA503	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e19M2	y2017e19	1293	8/3/17	e19t1	1292	1	e19_t1_y2017_seqrunB	e19_t1_y2017_seqrunB_M
e-19-t1-male-b	e-19-t1-male-b	y2017	seqrunB	E	e19	t1	2	M	b	plate5and6	SA702SA504	sample		1		E_t1	E_t1	na	y2017t1	t1_M	y2017t1M	E	dietpan	B	e19M2	y2017e19	1294	8/3/17	e19t1	1293	1	e19_t1_y2017_seqrunB	e19_t1_y2017_seqrunB_M
e-19-t2-female-a	e-19-t2-female-a	y2017	seqrunB	E	e19	t2	3	F	a	plate5and6	SA710SA503	sample		2		E_t2	E_t2	na	y2017t2	t2_F	y2017t2F	E	dietpan	B	e19F3	y2017e19	1295	9/27/17	e19t2	1294	1	e19_t2_y2017_seqrunB	e19_t2_y2017_seqrunB_F
